,tweet,sarcastic
396,someone in the pub just described the england team as a bunch of marxists makes you proud doesnt it,1
397,yay  snow day i can work from home  oh wait,1
398,the audacity of the neighbors to mow the lawn while i am trying to sleep at 630pm,1
399,you’re all sickos for being mean to trump so much for the tolerant left  anyways george floyd had it coming,1
400,gosh sunderland twitter is a fun place to be tonight isnt it one game one game,1
401,if only people would care as much about poverty and social equality the way they do jumping up and down for team remain or team leave,1
402,i hate it here ,1
403,when you are feeling all in your feelings but a certain best friend is making you see reason and maybe you will be okay so damn rude ,1
404,love it wen people try and stop my friends seeing me looooolll,1
405,2 x sand eating toddlers for sale no previous owners dm for details x,1
406,day 2348 in lockdown never in my life did i think i would utter the words i have disinfected the chocolate coronalockdownuk,1
407,absolutely no response from luna cinema and my completely factual review on see tickets has been moderated and will not be published  great to see looking out for their customers excellent customer service all round ,1
408,so our landlord just brought in new sofas which is lovely but in the process broke a table someone’s cup and spilt tea on the carpet and left saying “you should probably clean that up” thanks darren ,1
409,thank you to for organising pizza and ice cream it was a lovely end of year gesture  happy holidays everyone  time to collect our time owed in lieu  summerholidays,1
410,yes you can break all the rules for christmas and risk serious fines and killing your loved ones with a deadly virus or you could stay at home,1
411,entry level jobs that require 3 years prior experience  ly ,1
412,anyone else hear some like thunder or something,1
413,why is the weather having a mid life crisis,1
414,roses are red violets are blue my first love was championship manager tommy svindal larsen and kennedy bakircioglu happyvalentinesday,1
415,when your delivery gets stolen by a uk mail delivery driver and the police know who it is but i still don’t get taken seriously,1
416,cheers delivery lady for dropping my parcel off covered in coffee ,1
417,coping strategies to help with tinnitus and hearing loss see a doctor wow thanks internet,1
418,i love how men know they have a baby on the way in one month and they decide to go out and buy a brand new mustang wow,1
419,both kiddos have a cold i do not feel good and now i think my oldest is having stomach issues oh what a fun night,1
420,so a country that is trillions in debt with numbers approaching 13 million on surgical waiting lists and hurtling towards facism regime is talking about rescuing people from a facist regime,1
421,it is nice to see some heritage organisations are doing the right thing and putting the safety of their staff visitors and volunteers first wonder what that is like for reasons this is aimed at nobody,1
422,you would think the odds of me sitting next to the exact same stinky man three bus trips in a row is highly unlikely alas i seem to be a lucky gal,1
423,the only ppl who should be worried about biden’s tax plan r the ones who get gifts for easter,1
424,always glad to live in kent ,1
425,this is awkward is a diet coke ambassador  thismorning,1
426,thinking about that time blizzard had the brilliant idea to change everyones name on their forums to their real names god what an idea that was,1
427,it’s so fantastic when you pay £800 a month to live in london in a fully refurbished house and wake up with water dripping on you from the upstairs en suite xxxxxx,1
428,just disposed of a dead opossum good morning,1
429,thanks to india for being so inept i was hoping for a full day of cricket got snacks and everything cheers you could have at least tried bbccricket indveng engvsind cricket,1
430,i hope u sleep maybe forever maybe not lol,1
431,i can not wait to name my children after things i will never have my daughter will be hope my son will be ps5 because that shit is expensive,1
432,it is funny my mom thinks i possess no remorse when i feel remorse everyday for existing ,1
433,who needs an alarm when u can have the low rumbling voice of a stranger to wake u up in the morning ,1
434,where can i hand my notice in for mental illness been working at the same thing for way too long and it’s time for a change,1
435,another misogynistic homophobic rapper how shocking,1
436,we get it espn sawx and yanks lets go meteor,1
